order;title;description;link;file;tags;repo_link;image;height;width;
	;	MarketWatch	;	Backend consuming an external financial data API, exposing REST endpoints for managing stock watchlists. Additional features planned.	;	https://github.com/davilarodrigo/MarketWatch	;	 	;	C#,.NET	;	https://github.com/davilarodrigo/MarketWatch	;	market.png;		;	1
	;	Fully Automated YouTube channel	;	Generate an entire youtube video with a single click, the python script uses a local AI model to generate the idea and prompts for the video images, then creates short "clips" with each image, stitches them toghether, adds a soundtrack, and uploads the final result using the YouTube API.	;	https://www.youtube.com/@SmartHousesTv	;	 	;	Applied AI,APIs,FFmpeg,Local Models,Python	;	https://github.com/davilarodrigo/Automated-AI-Youtube-Channel	;	channel.png;		;	1
	;	Virtual Wallet 	;	Backend built with ASP.NET MVC and an Angular frontend. — internship project	;	https://github.com/pgClipfs/proyecto-clip-money-c-gr5c	;	 	;	C#,ASP.NET MVC, Angular, HTML,CSS,JavaScript	;	https://github.com/pgClipfs/proyecto-clip-money-c-gr5c	;	 		;	
	;	Memory Match	;	Simple web game to test your memory	;	https://davilarodrigo.github.io/Memory-Card-Game-JS/	;	 	;	HTML,CSS,JavaScript	;	https://github.com/davilarodrigo/Memory-Card-Game-JS	;	memory.png;		;	
	;	Minesweeper	;	Web version of the Minesweeper game created using Vue and deployed to Github Pages using Github ACctions	;	https://davilarodrigo.github.io/minesweeper/	;	 	;	github actions, VUE,HTML,CSS,JavaScript	;	https://github.com/davilarodrigo/minesweeper	;	mines.png;		;	
	;	Tic-Tac-Toe	;	Console application version of the classic game. Play against the computer with 3 AI difficulty levels (Easy / Medium / Hard). Implemented in C++ as a practice project.	;	https://github.com/davilarodrigo/Tic-Tac-Toe	;	 	;	C++	;	https://github.com/davilarodrigo/Tic-Tac-Toe	;	tictactoe.png;		;	
	;	SERVICE REQUEST<br>Horror game built in Unity	;	Self-developed and published on itch.io, ~200 hours of development. Unity project link attached.	;	https://scurra-studios.itch.io/service-request	;	 	;	C#,Unity,Blender	;	https://drive.google.com/file/d/146_NdTFWpWIM0J0f18DFhn4c93FX8lEK/view?usp=sharing	;	service_request.png;		;	1
	;	Calculator js	;	Web Calculator	;	https://davilarodrigo.github.io/Calculadora-JS/	;	 	;	HTML,CSS,JavaScript	;	https://github.com/davilarodrigo/Calculadora-JS	;	calc.png;		;	
	;	Vexillum	;	Website to learn different facts about flags. Done as a frontend practice project.	;	https://davilarodrigo.github.io/pagina-bootstrap-CLIP/	;	 	;	Bootstrap, HTML,CSS,JavaScript	;	https://github.com/davilarodrigo/pagina-bootstrap-CLIP	;	vex.png;	1	;	
	;	Waiting Times Simulator	;	Desktop app to simulate waiting times on a line, done as a final project for Simulation Subject at college	;	https://github.com/davilarodrigo/Final-Simulacion	;	 	;	C#,	;	https://github.com/davilarodrigo/Final-Simulacion	;	 		;	
	;	Password Manager	;	Android app to generate passwords base on a seed	;	https://github.com/davilarodrigo/PasswordManager-android	;	 	;	Android Studio, Java	;	https://github.com/davilarodrigo/PasswordManager-android	;	 		;	
	;	To-Do List	;	App to track to-do activities and activities in progress	;	https://davilarodrigo.github.io/To-do-list-Javascript/	;	 	;	HTML,CSS,JavaScript	;	https://github.com/davilarodrigo/To-do-list-Javascript	;	to-do.png;		;	
	;	My Web Portfolio	;	The page you are looking at right now :) <br> it dinamically generates cards for each project based on a csv file with the data, so it's easier to update	;	https://davilarodrigo.github.io/portfolio/	;		;	HTML,CSS,JavaScript	;	https://github.com/davilarodrigo/portfolio	;	portfolio.png;		;	
